similarity,combination
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'pit.sol', 'cat.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'pit.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'pit.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'pit.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'pit.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'move.sol', 'vat.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'move.sol', 'jug.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'move.sol', 'cat.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'move.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'move.sol', 'jug.t.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'move.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.sol', 'flop.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.sol', 'jug.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.sol', 'cat.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.sol', 'flap.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'flop.t.sol', 'jug.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'flop.t.sol', 'cat.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'flop.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'flop.t.sol', 'jug.t.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'jug.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'jug.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'jug.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'jug.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'jug.sol', 'flap.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'cat.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'cat.sol', 'flap.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'flap.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'flap.t.sol', 'jug.t.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.t.sol', 'jug.t.sol']
3,['flop.sol', 'vow.sol', 'flip.t.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flip.t.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'move.sol', 'vat.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'move.sol', 'flop.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'move.sol', 'jug.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'move.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'move.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'move.sol', 'vat.t.sol']
3,['flop.sol', 'vow.sol', 'pit.sol', 'move.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'move.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'vat.sol', 'flop.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'vat.sol', 'jug.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'vat.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'vat.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'vat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'vat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'vat.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'flop.t.sol', 'jug.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'flop.t.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'flop.t.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'flop.t.sol', 'vat.t.sol']
3,['flop.sol', 'vow.sol', 'pit.sol', 'flop.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'flop.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'jug.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'jug.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'jug.sol', 'vat.t.sol']
3,['flop.sol', 'vow.sol', 'pit.sol', 'jug.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'jug.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'cat.sol', 'flap.t.sol']
1,['flop.sol', 'vow.sol', 'pit.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'cat.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'flap.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'flap.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'vat.t.sol', 'jug.t.sol']
1,['flop.sol', 'vow.sol', 'pit.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'pit.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.sol', 'flop.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.sol', 'jug.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'flop.t.sol', 'jug.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'flop.t.sol', 'cat.sol']
3,['flop.sol', 'vow.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'flop.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'flop.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'flop.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'jug.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'jug.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'jug.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'jug.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'jug.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'cat.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'cat.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'flap.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'flap.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'move.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'flop.t.sol', 'jug.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'flop.t.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'flop.t.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'flop.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'flop.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'flop.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'jug.sol', 'cat.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'jug.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'jug.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'jug.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'jug.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'cat.sol', 'flap.t.sol']
1,['flop.sol', 'vow.sol', 'vat.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'cat.sol', 'flap.sol']
1,['flop.sol', 'vow.sol', 'vat.sol', 'flap.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'flap.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'flap.t.sol', 'flap.sol']
1,['flop.sol', 'vow.sol', 'vat.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'vat.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'jug.sol', 'cat.sol']
3,['flop.sol', 'vow.sol', 'flop.t.sol', 'jug.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'jug.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'jug.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'jug.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'cat.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'cat.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'flap.t.sol', 'vat.t.sol']
3,['flop.sol', 'vow.sol', 'flop.t.sol', 'flap.t.sol', 'jug.t.sol']
3,['flop.sol', 'vow.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flop.t.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'cat.sol', 'flap.t.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'cat.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'flap.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'flap.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'jug.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'cat.sol', 'flap.t.sol', 'vat.t.sol']
2,['flop.sol', 'vow.sol', 'cat.sol', 'flap.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'cat.sol', 'flap.t.sol', 'flap.sol']
1,['flop.sol', 'vow.sol', 'cat.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'cat.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'cat.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flap.t.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'vow.sol', 'flap.t.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'vow.sol', 'flap.t.sol', 'jug.t.sol', 'flap.sol']
1,['flop.sol', 'vow.sol', 'vat.t.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'move.sol', 'vat.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'move.sol', 'flop.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'move.sol', 'jug.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'move.sol', 'cat.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'move.sol', 'flap.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'move.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'move.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'move.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.sol', 'flop.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.sol', 'jug.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.sol', 'cat.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.sol', 'flap.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'flop.t.sol', 'jug.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'flop.t.sol', 'cat.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'flop.t.sol', 'flap.t.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'flop.t.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'flop.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'flop.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'jug.sol', 'cat.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'jug.sol', 'flap.t.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'jug.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'jug.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'jug.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'cat.sol', 'flap.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'cat.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'flap.t.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'flap.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'pit.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'pit.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.sol', 'flop.t.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.sol', 'jug.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.sol', 'cat.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.sol', 'flap.t.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.sol', 'flap.sol']
4,['flop.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'jug.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'cat.sol']
4,['flop.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'jug.sol', 'cat.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'jug.sol', 'flap.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'jug.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'jug.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'jug.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'cat.sol', 'flap.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'cat.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'cat.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'move.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'flop.t.sol', 'jug.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'flop.t.sol', 'cat.sol']
3,['flop.sol', 'flip.t.sol', 'vat.sol', 'flop.t.sol', 'flap.t.sol']
3,['flop.sol', 'flip.t.sol', 'vat.sol', 'flop.t.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'flop.t.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'flop.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'jug.sol', 'cat.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'jug.sol', 'flap.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'jug.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'jug.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'jug.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'cat.sol', 'flap.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'cat.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'vat.sol', 'flap.t.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'flap.t.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'vat.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'jug.sol', 'cat.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'jug.sol', 'flap.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'jug.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'jug.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'jug.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'cat.sol', 'flap.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'cat.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'cat.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'vat.t.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'flop.t.sol', 'jug.t.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'jug.sol', 'cat.sol', 'flap.t.sol']
3,['flop.sol', 'flip.t.sol', 'jug.sol', 'cat.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'jug.sol', 'cat.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'jug.sol', 'cat.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'jug.sol', 'flap.t.sol', 'vat.t.sol']
3,['flop.sol', 'flip.t.sol', 'jug.sol', 'flap.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'jug.sol', 'flap.t.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'jug.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'jug.sol', 'vat.t.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'jug.sol', 'jug.t.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'cat.sol', 'flap.t.sol', 'vat.t.sol']
2,['flop.sol', 'flip.t.sol', 'cat.sol', 'flap.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'cat.sol', 'flap.t.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'cat.sol', 'vat.t.sol', 'jug.t.sol']
3,['flop.sol', 'flip.t.sol', 'cat.sol', 'vat.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'cat.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'vat.t.sol', 'jug.t.sol']
2,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'vat.t.sol', 'flap.sol']
3,['flop.sol', 'flip.t.sol', 'flap.t.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'flip.t.sol', 'vat.t.sol', 'jug.t.sol', 'flap.sol']
2,['flop.sol', 'pit.sol', 'move.sol', 'vat.sol', 'flop.t.sol']
3,['flop.sol', 'pit.sol', 'move.sol', 'vat.sol', 'jug.sol']
2,['flop.sol', 'pit.sol', 'move.sol', 'vat.sol', 'cat.sol']
2,['flop.sol', 'pit.sol', 'move.sol', 'vat.sol', 'flap.t.sol']
2,['flop.sol', 'pit.sol', 'move.sol', 'vat.sol', 'vat.t.sol']
3,['flop.sol', 'pit.sol', 'move.sol', 'vat.sol', 'jug.t.sol']
2,['flop.sol', 'pit.sol', 'move.sol', 'vat.sol', 'flap.sol']
3,['flop.sol', 'pit.sol', 'move.sol', 'flop.t.sol', 'jug.sol']
3,['flop.sol', 'pit.sol', 'move.sol', 'flop.t.sol', 'cat.sol']
3,['flop.sol', 'pit.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol']
2,['flop.sol', 'pit.sol', 'move.sol', 'flop.t.sol', 'vat.t.sol']
