similarity,combination
3,['join.sol', 'flip.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'flip.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
4,['join.sol', 'flip.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'flip.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'flip.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'flip.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
4,['join.sol', 'flip.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'flip.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'flip.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'flip.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'flip.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
2,['join.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
4,['join.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
2,['join.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
2,['join.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
2,['join.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
2,['join.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
2,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
3,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
2,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
3,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
2,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
2,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
2,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['transferFrom.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
3,['frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
